sample_id,task,dataset,model,prediction,confidence,response_time,correct
kpi_8,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8013277673745944,3.4840527242928907,True
kpi_8,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7559090332578131,2.2454198649472534,True
kpi_8,kpi_anomaly_detection,real_kpi,phi-3,normal,0.9383368721766723,3.3695051217082073,False
kpi_9,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.754846197587582,2.005899573521929,True
kpi_9,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7071763903440897,3.1201741088254327,True
kpi_9,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.7542598065237418,1.6364732262838568,True
kpi_10,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.7678024002436167,3.0701394334559344,True
kpi_10,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.8492918617017945,1.087529861772089,True
kpi_10,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8658492491208618,3.3484614191106687,True
kpi_11,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.916005938812016,2.5118292454210596,True
kpi_11,kpi_anomaly_detection,real_kpi,llama-3,normal,0.8115083219157835,2.3795000399247774,False
kpi_11,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8004753083901331,3.3215342793274827,True
kpi_12,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8326431860879705,1.6341897861945898,True
kpi_12,kpi_anomaly_detection,real_kpi,llama-3,normal,0.875720428716066,3.4826376723947066,False
kpi_12,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8973932396628466,1.1046180423183505,True
kpi_13,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8986878607241299,1.5497065828194556,True
kpi_13,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7789008710805365,3.465573739347597,True
kpi_13,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.7697843234090934,2.704392032981275,True
kpi_14,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8650651401995721,3.4097743633467332,True
kpi_14,kpi_anomaly_detection,real_kpi,llama-3,normal,0.707276977261956,2.623392880376218,False
kpi_14,kpi_anomaly_detection,real_kpi,phi-3,normal,0.7725771958098135,2.0202538453661703,False
kpi_15,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.711214665743358,1.9059490289374121,True
kpi_15,kpi_anomaly_detection,real_kpi,llama-3,normal,0.8763484954215973,1.0367675664390796,False
kpi_15,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.9418001679697791,3.0761822594306505,True
kpi_16,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8585395093802226,3.0460391817566355,True
kpi_16,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.8750879453145981,1.9475131075419982,True
kpi_16,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8128810220004945,2.0517517006879387,True
kpi_17,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8889095381924489,2.115793515199302,True
kpi_17,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7239408654842013,2.4269718350509915,True
kpi_17,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.7124485821918831,1.8034557251683778,True
kpi_18,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8667009814201909,3.1265966557089615,True
kpi_18,kpi_anomaly_detection,real_kpi,llama-3,normal,0.8480333361876331,2.6262698795396178,False
kpi_18,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8906612576120703,1.1330648525712672,True
kpi_19,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8512115320640476,1.6656959722156133,True
kpi_19,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.9479641681056608,1.601028207145735,True
kpi_19,kpi_anomaly_detection,real_kpi,phi-3,normal,0.7883738151751785,3.1334104927401447,False
