sample_id,task,dataset,model,prediction,confidence,response_time,correct
kpi_15,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7559450638663048,2.3975599204909277,True
kpi_15,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.727490789916406,2.45418426737363,True
kpi_16,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.703504445433454,2.5562966751227134,True
kpi_16,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.9144991405580274,1.4655731672011325,True
kpi_16,kpi_anomaly_detection,real_kpi,phi-3,normal,0.8828483497625195,3.284659761098788,False
kpi_17,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.7710384629721192,2.973654260887983,True
kpi_17,kpi_anomaly_detection,real_kpi,llama-3,normal,0.8654225042878534,1.9958435414176217,False
kpi_17,kpi_anomaly_detection,real_kpi,phi-3,normal,0.8570827174177971,2.439376976054285,False
kpi_18,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.9433409096474233,1.9032075675478881,True
kpi_18,kpi_anomaly_detection,real_kpi,llama-3,anomaly,0.7189967499177201,2.6106575886221606,True
kpi_18,kpi_anomaly_detection,real_kpi,phi-3,normal,0.8932846910821748,2.9030583522424767,False
kpi_19,kpi_anomaly_detection,real_kpi,gpt-4,anomaly,0.8803477245313689,3.159942839693919,True
kpi_19,kpi_anomaly_detection,real_kpi,llama-3,normal,0.7281714937777802,1.6775271937396854,False
kpi_19,kpi_anomaly_detection,real_kpi,phi-3,anomaly,0.8884515029346376,3.1830472266526098,True
